year,month,iprod,iprod_construction,cpi,cpi_energy,neer,eurostox,spr_nfc_bund_ea,spr_bk_bund_ea,ice,unemp,r1y_au,r1y_ca,r1y_gb,r1y_jp,r1y_ko,r1y_se,r1y_us,r1y_eu,rstar,fx_au,fx_ca,fx_gb,fx_jp,fx_kr,fx_se,fx_us,neer_ex_au,neer_ex_ca,neer_ex_gb,neer_ex_jp,neer_ex_kr,neer_ex_se,neer_ex_us,gdp,def,jk_gdp,jk_def,mp_poor,cbi_poor,mp,cbi,s,i_tot
1999,1,455.071400019203,449.312068217947,430.514559033792,434.055338646731,462.67897890346,816.17635860072,1.150094,0.6690039,7.95,10.2,4.68139487359242,4.82,4.96392125138931,0.343,6.748,3.2955,4.51,2.883,4.0150323811811,60.3079893597326,56.6791488133733,-35.2402973968515,487.784130175983,721.734554568188,220.633799658921,14.9050043550811,460.517018598809,460.517018598809,460.517018598809,460.517018598809,460.517018598809,460.517018598809,460.517018598809,1457.94238787315,433.884241771672,1451.3571,439.80109,0.158857980816915,-3.41794011736627,2.42499032355176,-5.68407246010111,-1.44356899454738,-0.250000000000039
1999,2,452.936847257181,448.18719696436,430.541553230204,434.120464015363,460.452297659327,814.638179703894,0.9153129,0.6334451,7.5,10.1,4.85875958505677,4.82,4.9034482134428,0.215,6.748,3.219,4.7,3.016,4.0463202169426,56.1170834235765,51.7670519921162,-37.3245644879304,487.326945731742,719.293410831333,218.666109706366,11.3863452269374,458.291735839945,458.344889046636,458.195240010979,457.99164660123,458.273609688709,458.245009712949,459.046627782999,1456.22063480791,433.986667918978,1451.3345,439.79062,-0.172847510357345,-0,-0.638650388504588,0.465802878147242,0.174157405728259,0
1999,3,454.223038621422,448.413185761104,430.743777768281,434.263590706896,458.655601220119,816.740689474271,0.9739188,0.706242,7.07,10.1,5.03173073399591,4.82,4.67886500103948,0.164,6.748,3.195,4.78,2.871,3.99716215224134,54.6036184305143,50.1882636338849,-39.8783365087345,487.008815729905,718.743164064476,219.016279293387,8.48071898141624,456.433623385684,456.485085444563,456.717365589465,455.898374997869,456.369094822404,456.219495813676,457.884717915434,1458.27050202447,434.083857403851,1452.228,439.85208,-0.401242227742168,-0,-0.683952996944273,0.282710769202105,0.143328364777773,0.999999999999979
1999,4,454.435804659133,448.975933447676,431.106754573339,434.328580635745,457.39158170855,820.843605846841,1.006107,0.7577843,6.83,10,4.77866567152088,4.82,4.93132030625101,0.082,5.826,2.9578,4.69,2.616,3.98052091665862,51.2112227061494,46.482163702705,-40.8643030013938,485.324060520024,715.762380586848,218.698452920074,6.79137039977069,455.137881186622,455.23510484571,455.255135560819,454.633138565979,455.112514874769,454.814975978729,456.840807349746,1457.78321300434,434.165659069706,1452.1206,439.97174,-0.556981135338463,-0.731139868562523,-0.954859441183012,-0.333261562717974,0.0546567687663924,-0.89999999999999
1999,5,454.542018158232,449.088103958596,431.093334456564,434.341573554623,456.869498047715,820.787350510976,0.9425902,0.7113547,6.73,9.9,5.35760899421513,4.68,4.91017949568241,0.04,5.533,3.0535,4.85,2.667,4.02728312599478,47.5049901058118,44.1148258223076,-41.8331123850464,486.595525953482,714.597790531182,219.360029975045,6.09052361849633,454.63009263081,454.739964113118,454.930307055214,453.788753727271,454.586143333475,454.164773697539,456.408345853535,1457.80104742674,434.194135183685,1452.0513,440.04965,0.424922241161481,-0.172847510357347,1.34150817222306,-1.08943344141892,-0.388000916890441,0.700000000000012
1999,6,455.492896955134,449.980967033027,431.12017288936,434.341573554623,454.96913021242,822.936457489407,0.8695955,0.5810289,6.13,9.9,5.56695439010174,4.68,4.84281299980718,0.244,5.533,3.365,5.1,2.889,4.15008431665104,45.8979485276872,42.1747353077587,-42.9691425373232,483.151530657807,710.060827876886,217.758301403649,3.70388471549883,452.5897037332,452.707280065727,452.503621760103,451.989224100362,452.658821246419,452.09426523642,454.714820500355,1458.57711011929,434.243672002145,1452.7297,440.15942,-0,-0.855345076613063,0.475671138173487,-1.33101621478655,-0.326330449642853,-0.500000000000034
1999,7,456.434819146784,450.645421304893,431.334621436898,434.406512838676,455.092833836041,825.485026072118,0.8863109,0.704475,6.19,9.8,5.48105571889247,5.084,5.22871579924223,0.192,5.533,3.588,5.03,2.987,4.26838711879511,45.4505805239637,43.2498021504377,-42.008206126862,482.091965570908,711.405987694642,216.747950717193,3.43583456453371,452.731687048197,452.811110806277,452.201837278225,452.317887807891,452.741777194333,452.322476895682,455.091681549301,1459.17165309995,434.313549705959,1453.2119,440.30899,0.0192193021332106,2.30260427038742,-0.148857472731162,2.4706810452518,0.512535518184621,5.49999999999998
1999,8,455.702981066016,450.645421304893,431.508522892,434.47140997899,455.916289602978,821.374099498693,0.9043697,0.7071797,6.37,9.7,5.6483366536198,5.084,5.27784880995877,0.128,5.533,3.583,5.2,3.088,4.34108786747203,49.4446315731692,45.7582028298653,-41.5808780702903,478.919128892003,714.674487025813,216.97172679349,5.80873746021782,453.572941438681,453.644207951889,453.29727600472,453.854535601194,453.527065146998,453.261370920778,454.98980055508,1459.2189870066,434.397096445351,1453.3953,440.44376,-0,-0.31682267745131,0.52727658980271,-0.844099267254021,-0.235598412564997,0
1999,9,456.746831880408,451.52454784601,431.615389052317,434.497357047117,454.197902342183,823.557066941646,0.8184978,0.6424878,6.27,9.6,5.72647044746527,5.13,5.70839360528909,0.098,8.619,3.913,5.25,3.152,4.63537443296247,48.3254636721184,44.0079880127837,-43.4989373405514,472.763712435322,713.998266810495,215.606982864913,5.02625626162079,451.705158429128,451.7874239895,451.537856938051,452.727248624324,451.623267174494,451.366895160319,452.557186455577,1459.22284187512,434.481554915203,1453.2699,440.5303,-4.56983385139507,-0,-4.53653989756609,-0.033293953828973,0.569366320267762,-2
1999,10,457.677071146639,452.504414150881,431.775474465374,434.665849083609,455.096634427456,822.754040504944,0.8481485,0.6322044,6.16,9.6,6.03236981263189,5.465,5.80310217823977,0.073,7.678,4.0721,5.43,3.427,4.71970681334418,49.6627607885744,45.8321521194319,-43.7044852512026,473.189658179426,716.252401474241,216.546708650789,6.83207045846031,452.675621417375,452.734319250396,453.088722077389,453.770466780791,452.544350385008,452.343538353388,452.946467825953,1460.35411549311,434.598296700255,1454.5111,440.57895,-0,-15.5554437479707,-7.69271092906904,-7.86273281890169,-0.594183283838312,-6.99999999999998
1999,11,458.190155904874,452.936847257181,431.948611619898,434.821128617915,452.662793539893,833.326388688825,0.8590773,0.6393405,5.69,9.5,6.09174743163095,5.565,6.02122655646395,0.191,8.022,3.9638,5.55,3.502,4.85930164899139,48.0303310230735,41.573041820405,-45.026144987355,468.547605073221,710.121540485896,215.481368244919,3.22226170479338,449.996211165684,450.127086178143,449.840050425204,451.497672889193,450.031220018978,449.550746528541,451.056551264445,1460.18582365496,434.707139078092,1454.3496,440.65118,0,4.47853893682067,1.00157900307155,3.47695993374911,0.567512568978756,1.19999999999996
1999,12,457.677071146639,452.612697864764,432.21439250725,434.92451451495,450.67477681914,843.16587668316,0.8468578,0.619133,5.42,9.4,6.031,5.538,6.22080159257795,0.137,8.022,4.2469,5.84,3.662,5.04344430764896,45.8345314663428,39.885814203217,-46.6605126877988,464.307084178247,704.772788047399,215.06051879658,1.18265588686698,447.766007815837,447.886806260477,447.409878607168,449.67761081587,447.945386834372,447.171123749067,448.881458127474,1460.45045683893,434.824045071775,1454.9531,440.78552,-0.38410838321282,-0,-0.978769160709956,0.594660777497137,0.243088747026832,-0.100000000000033
2000,1,458.394654953646,452.287494326126,432.360271453616,434.950344296832,450.711293644039,845.84413086788,0.7078217,0.5790873,5.36,9.4,6.147,5.885,6.3175034310271,0.127,8.957,4.3375,6.12,3.889,5.23014853344309,43.4891685536801,38.3830253389934,-48.1449897478852,467.001177298547,704.462242653881,215.077389422673,1.34908942571493,447.843243039967,447.978908340667,448.279947920118,449.2704512812,448.001918165093,447.21455357152,448.835821251884,1460.75685419432,434.928810649588,1455.0201,440.91269,-0.0468722563931968,-1.8927758459519,0.483517232455333,-2.42316533480043,-0.545534796089342,-3.50000000000001
2000,2,459.410923862867,453.474772169155,432.519169792134,435.040696029342,449.382177863578,853.498536773697,0.7543561,0.6144615,5.4,9.3,5.951,5.885,6.24756497510728,0.166,8.957,4.6074,6.22,3.892,5.26636589435113,44.8954890775385,35.6091704459765,-48.6065889082014,467.893362361183,701.345673811574,214.03591869097,-1.57069967378167,446.281341949875,446.509051449322,446.287537288377,447.390394830615,446.563229288218,445.659294364206,448.402479969138,1461.98925136798,435.0315320398,1455.9069,441.03134,-0.172847510357347,3.43266676997699,-3.03937547829286,6.29919473791251,1.64447893549315,9.49999999999998
2000,3,459.915211366253,453.903038348355,432.743844438948,435.053596758251,447.805360297848,857.867965350633,0.8079555,0.6705535,5.96,9.2,5.964,5.91,6.2499563221945,0.277,8.46,4.7224,6.22,4.139,5.27229666185276,45.96924558345,34.3052109440534,-49.3927300987678,463.491628382471,698.210695296788,212.612514439925,-3.56267626430652,444.405389718437,444.669199179053,444.006260656409,446.069885547495,444.803820203715,443.799157935684,446.889420437358,1461.9156401446,435.157743414935,1456.1458,441.16714,-8.12697603050739,-0,-7.31848969132337,-0.80848633918401,0.767717894775366,-3.99999999999992
2000,4,460.216567696779,455.071400019203,432.730642247365,435.143855290586,445.959628686502,854.658623234732,0.8082809,0.618893,6.38,9.1,6.317,5.87,6.10360258922541,0.21,8.509,4.5278,6.15,4.347,5.18150085211797,46.1801580369001,32.8194422977872,-51.4447596497737,460.358028079195,695.602985718202,211.21794455547,-5.59142513017302,442.18046332262,442.470259776455,441.924450310415,444.143426651784,442.655421407643,441.55191843305,444.878655628737,1462.10299450949,435.253696662828,1456.3885,441.25589,0,0.685721048163581,2.28923608143655,-1.60351503327296,-0.611048782703527,1.49999999999997
2000,5,462.202730305451,456.434819146784,432.862585794677,435.182512594076,444.048538326758,855.15423655607,0.9090056,0.6919884,7.25,9,6.178,6.291,6.13147006467816,0.215,8.472,4.4264,6.33,4.739,5.25977190786144,45.2364063944081,30.4936485145688,-50.8639689200612,458.679765328037,692.388180041504,210.855067840804,-9.70432226721889,439.842268731514,440.169352733396,438.110702635964,441.824269130505,440.405428391976,439.068719759791,444.170053306242,1462.85771105841,435.3796613856,1456.6853,441.37701,-1.57798776872428,1.81703124629529,-5.9414827811612,6.18052625873222,1.98925877513289,3.50000000000001
2000,6,460.517018598809,455.071400019203,433.257375095435,435.362716015218,447.516627875074,857.0746242629,1.008309,0.7456914,7.25,8.9,6.002,6.085,5.97288958849674,0.338,8.472,4.5768,6.17,4.872,5.16739703373375,46.8325796238323,33.8182507328439,-46.4278197229529,461.47567130461,696.728392599242,211.656483446639,-5.16280383545371,444.047642919658,444.33707692084,441.799610590562,446.037479100768,444.519279998711,443.517519928545,447.449210418085,1462.40530504061,435.581803799121,1456.7405,441.56976,15.7720532775904,0,12.7406246161452,3.03142866144515,-1.01204577821203,15.2000000000001
2000,7,461.412992735956,456.330598188939,433.375508600018,435.439846755641,446.901019877674,856.17499502139,1.031517,0.7535726,7.56,8.8,6.237,5.949,5.99865194164538,0.271,8.472,4.6617,6.08,5.036,5.13867236988848,46.7404660285883,32.7343390606676,-47.4577759459781,461.855019226061,695.289830954033,212.82509917595,-6.33606402081156,443.310952296659,443.626822291318,441.295820467887,445.148452006326,443.831662976668,442.622889714548,447.124433377724,1462.86951916855,435.73631997417,1457.1553,441.73941,2.28455313982087,-0.907635946756127,1.93390288865024,-0.556985695585497,-0.356837631170137,1.30000000000008
2000,8,462.790967295758,456.330598188939,433.572088179737,435.670882668959,444.162602523796,854.713250377889,1.032024,0.6990795,7.67,8.8,6.593,5.88,6.04674920971951,0.474,8.472,4.5098,6.18,5.14,5.21010017254919,44.3292437384534,29.2874106420178,-49.8613043880642,458.368947522772,691.538116817194,212.685450754311,-10.0693843662658,439.999013960221,440.3559684403,437.719054660767,442.038855801604,440.590079947618,439.048189711899,444.638250574871,1463.07801538035,435.907608548576,1457.0363,441.88989,-6.5371422865914,-1.47671331372501,-5.44541564209801,-2.5684399582184,0.178254520565524,-4.80000000000001
2000,9,461.907309115708,456.434819146784,434.055338646731,435.786200767458,442.094802418816,854.342867171047,1.11647,0.7594736,8.59,8.7,6.425,5.803,5.84447122279069,0.476,8.472,4.5157,6.13,5.094,5.1221890267571,45.4893487806199,25.7179019834002,-49.8508860632307,453.314783056824,687.974821944706,213.141019641092,-13.8367056931161,437.373710908399,437.848446300034,433.792856421534,440.074424866282,438.105918043139,436.20717851374,443.389485522096,1463.07324837441,436.086782358597,1457.4806,442.02267,-3.18327407734886,-0,-3.47656708460297,0.293293007254106,0.50002941975702,-2.00000000000005
2000,10,461.709875685336,456.642935767166,434.120464015363,435.939751661352,440.504833988057,849.561053240319,1.188018,0.7634165,9.64,8.6,6.239,5.869,5.72752112930931,0.41,8.472,4.3966,6.01,5.173,5.02191448432169,47.9658426923004,25.5003945599941,-53.096460488764,452.751876404189,686.982716270102,214.269160376204,-15.840618374133,435.280165177511,435.782754620233,432.748393803351,437.910396993016,436.06711581589,433.889194374921,441.781291770936,1462.6629689098,436.189025193446,1457.4005,442.04742,7.11008836099244,0.0770967068860002,3.34205979867204,3.8451252692064,0.343892885683062,5.49999999999997
2000,11,462.595272517062,457.677071146639,434.419495636487,436.182392735636,441.364036294292,850.970879305086,1.370717,0.8000345,12.11,8.5,5.9,5.806,5.48220050907404,0.404,8.472,4.3041,6.09,4.949,4.95862797118386,49.441659017314,27.8384761543951,-51.1367236062209,453.505236295119,689.671078037101,215.430150393833,-15.5137050346731,436.369568278451,436.822648879786,433.184388942954,439.001595065229,437.069411233377,434.974648316437,443.188727397462,1463.38690781469,436.414760484745,1457.8949,442.21872,-0.236673652566479,-2.30057210994147,-1.16547656040161,-1.37176920210634,-0.126091228774072,-1.29999999999999
2000,12,464.246597073179,458.292457704077,434.289591747084,436.207899686419,444.76528453127,847.368741126291,1.445819,0.8481351,11.57,8.4,5.5,5.572,5.2372227039016,0.404,8.472,4.3663,5.6,4.631,4.68921799061271,49.8520822321681,31.519349407473,-48.7854273661218,461.505859624575,699.746298439106,215.765250696128,-10.5122787402704,440.656902252671,441.033101377835,438.189687291072,442.303385531334,440.967876321392,439.560202996743,446.062048349153,1464.92998487016,436.657552675243,1458.6943,442.46796,0,2.09545141750599,0.119279227362149,1.97617219014384,0.379688001477341,2.50000000000004
2001,1,462.595272517062,457.471097850338,434.224576466204,436.335336940826,448.826101839776,846.160709612949,1.354573,0.7753563,9.73,8.3,5.073,4.926,5.15037894612199,0.308,8.472,4.1759,4.81,4.466,4.38544159299792,52.5977778921571,34.4251289080223,-45.3327535714496,469.77017208389,708.552156227001,218.458493177815,-6.30780802126941,445.512892799535,445.891644840896,443.500118824845,446.398079533018,445.547374955838,444.561948015767,450.554098682887,1464.78673901531,436.923527557804,1458.9469,442.78668,0.378432705283689,0,0.820322501495501,-0.441889796211812,-0.192447108077154,-0.499999999999989
2001,2,463.181211693451,457.779898919196,434.523297384487,436.526188834115,447.911477841771,841.756483770439,1.406314,0.8040137,9.96,8.3,5.001,4.861,5.0647091609884,0.198,8.472,4.085,4.68,4.525,4.28643095902778,54.4686267310644,33.8815341100347,-45.5362923025012,467.308740353275,705.005116576589,219.466634224772,-8.1931077426696,444.397880124578,444.813680069163,441.986091517201,445.586037848781,444.614049332595,443.319106001847,450.175278998556,1464.94794948399,437.194310353056,1458.8983,443.10153,0,1.09246522816872,-0.353019660157169,1.44548488832589,0.333627512295643,0.300000000000011
