time,au,ca,gb,jp,kr,no,se,us
1999,0.0130515848353014,0.0282162834058421,0.324300807955252,0.131137352392791,0.037041640770665,0.0229956494717216,0.0707271597265382,0.372529521441889
1999.08333333333,0.0130515848353014,0.0282162834058421,0.324300807955252,0.131137352392791,0.037041640770665,0.0229956494717216,0.0707271597265382,0.372529521441889
1999.16666666667,0.0130515848353014,0.0282162834058421,0.324300807955252,0.131137352392791,0.037041640770665,0.0229956494717216,0.0707271597265382,0.372529521441889
1999.25,0.0130515848353014,0.0282162834058421,0.324300807955252,0.131137352392791,0.037041640770665,0.0229956494717216,0.0707271597265382,0.372529521441889
1999.33333333333,0.0130515848353014,0.0282162834058421,0.324300807955252,0.131137352392791,0.037041640770665,0.0229956494717216,0.0707271597265382,0.372529521441889
1999.41666666667,0.0130515848353014,0.0282162834058421,0.324300807955252,0.131137352392791,0.037041640770665,0.0229956494717216,0.0707271597265382,0.372529521441889
1999.5,0.0130515848353014,0.0282162834058421,0.324300807955252,0.131137352392791,0.037041640770665,0.0229956494717216,0.0707271597265382,0.372529521441889
1999.58333333333,0.0130515848353014,0.0282162834058421,0.324300807955252,0.131137352392791,0.037041640770665,0.0229956494717216,0.0707271597265382,0.372529521441889
1999.66666666667,0.0130515848353014,0.0282162834058421,0.324300807955252,0.131137352392791,0.037041640770665,0.0229956494717216,0.0707271597265382,0.372529521441889
1999.75,0.0130515848353014,0.0282162834058421,0.324300807955252,0.131137352392791,0.037041640770665,0.0229956494717216,0.0707271597265382,0.372529521441889
1999.83333333333,0.0130515848353014,0.0282162834058421,0.324300807955252,0.131137352392791,0.037041640770665,0.0229956494717216,0.0707271597265382,0.372529521441889
1999.91666666667,0.0130515848353014,0.0282162834058421,0.324300807955252,0.131137352392791,0.037041640770665,0.0229956494717216,0.0707271597265382,0.372529521441889
2000,0.0130515848353014,0.0282162834058421,0.324300807955252,0.131137352392791,0.037041640770665,0.0229956494717216,0.0707271597265382,0.372529521441889
2000.08333333333,0.0130515848353014,0.0282162834058421,0.324300807955252,0.131137352392791,0.037041640770665,0.0229956494717216,0.0707271597265382,0.372529521441889
2000.16666666667,0.0130515848353014,0.0282162834058421,0.324300807955252,0.131137352392791,0.037041640770665,0.0229956494717216,0.0707271597265382,0.372529521441889
2000.25,0.0130515848353014,0.0282162834058421,0.324300807955252,0.131137352392791,0.037041640770665,0.0229956494717216,0.0707271597265382,0.372529521441889
2000.33333333333,0.0130515848353014,0.0282162834058421,0.324300807955252,0.131137352392791,0.037041640770665,0.0229956494717216,0.0707271597265382,0.372529521441889
2000.41666666667,0.0130515848353014,0.0282162834058421,0.324300807955252,0.131137352392791,0.037041640770665,0.0229956494717216,0.0707271597265382,0.372529521441889
2000.5,0.0130515848353014,0.0282162834058421,0.324300807955252,0.131137352392791,0.037041640770665,0.0229956494717216,0.0707271597265382,0.372529521441889
