7.9002e+05,2.7731e+05,2.9709e+05,5400.8,22341,76.482
7.9773e+05,2.7857e+05,3.0756e+05,6534.4,22490,76.602
8.0182e+05,2.7999e+05,3.0563e+05,5949.6,22675,76.716
8.0306e+05,2.8158e+05,3.074e+05,4385.8,22720,76.839
8.0875e+05,2.8326e+05,3.087e+05,2278.5,22190,77.051
8.1498e+05,2.8502e+05,3.0884e+05,3378.5,21008,77.41
8.1749e+05,2.8686e+05,3.0972e+05,11962,18856,77.858
8.203e+05,2.886e+05,3.1179e+05,11961,17952,78.237
8.2275e+05,2.9022e+05,3.1014e+05,10278,18543,78.505
8.2144e+05,2.9173e+05,3.132e+05,8713.4,20946,78.642
8.268e+05,2.9277e+05,3.1669e+05,6754.7,22739,78.801
8.3186e+05,2.9336e+05,3.1469e+05,8762.9,23755,78.957
8.3505e+05,2.9346e+05,3.1061e+05,10597,24098,79.167
8.4068e+05,2.941e+05,3.0475e+05,7386.3,24510,79.31
8.4332e+05,2.9529e+05,3.1291e+05,4999.2,24851,79.423
8.4579e+05,2.9702e+05,3.2016e+05,1396.4,25037,79.482
8.4743e+05,2.985e+05,3.208e+05,3580.6,25383,79.586
8.5037e+05,2.9973e+05,3.2378e+05,-5420.1,26235,79.732
8.5415e+05,3.0069e+05,3.2297e+05,-5381.5,27399,79.933
8.5725e+05,3.0143e+05,3.2512e+05,-5089.9,28233,80.029
8.5964e+05,3.0195e+05,3.2636e+05,4142.8,28796,80.039
8.5683e+05,3.0223e+05,3.221e+05,2271.8,28418,79.923
8.5796e+05,3.0226e+05,3.2193e+05,1722.4,28594,79.799
8.5588e+05,3.0204e+05,3.2518e+05,1857,29019,79.679
8.5865e+05,3.0156e+05,3.1241e+05,5393.2,29430,79.58
8.5632e+05,3.0146e+05,3.2291e+05,1438.6,28515,79.487
8.5601e+05,3.0174e+05,3.2378e+05,1149.7,27952,79.433
8.6074e+05,3.0241e+05,3.2564e+05,2255.2,22052,79.419
8.6131e+05,3.0276e+05,3.2365e+05,2847.2,43642,79.412
8.6516e+05,3.0278e+05,3.2516e+05,7255.1,36080,79.369
8.6557e+05,3.0248e+05,3.2494e+05,5749.7,35625,79.313
8.6583e+05,3.0238e+05,3.2464e+05,7289,35926,79.366
8.7228e+05,3.0249e+05,3.2853e+05,7394,35860,79.521
8.8046e+05,3.0281e+05,3.3161e+05,9054.2,36320,79.748
8.8109e+05,3.0329e+05,3.3386e+05,7168.6,35696,79.849
8.8171e+05,3.0392e+05,3.3708e+05,10386,33871,79.804
8.8079e+05,3.0471e+05,3.3833e+05,10989,31226,79.599
8.8067e+05,3.0554e+05,3.39e+05,10930,30390,79.552
8.8593e+05,3.0643e+05,3.4054e+05,14194,30677,79.649
8.8632e+05,3.0736e+05,3.3823e+05,12360,33482,79.926
8.9284e+05,3.0821e+05,3.4072e+05,11720,34724,80.12
8.9396e+05,3.0895e+05,3.43e+05,11648,34305,80.254
9.0178e+05,3.096e+05,3.4615e+05,9177.4,32762,80.32
9.0355e+05,3.1053e+05,3.4761e+05,6574,30676,80.472
9.078e+05,3.1175e+05,3.5108e+05,9392.2,28640,80.708
9.1378e+05,3.1326e+05,3.5296e+05,7560.2,26390,81.043
9.192e+05,3.1487e+05,3.5497e+05,14521,24383,81.245
9.2088e+05,3.1656e+05,3.5428e+05,6785.5,23079,81.312
9.1756e+05,3.1835e+05,3.6282e+05,11143,22026,81.263
9.2421e+05,3.1975e+05,3.5518e+05,10623,22280,81.275
9.3185e+05,3.2076e+05,3.6488e+05,8345.7,23087,81.361
9.2873e+05,3.2137e+05,3.6479e+05,7621.9,24078,81.528
9.3373e+05,3.2222e+05,3.6679e+05,743.57,24628,81.607
9.4202e+05,3.2331e+05,3.6879e+05,6581.1,23847,81.665
9.4658e+05,3.2465e+05,3.7331e+05,4785.5,22122,81.736
9.4931e+05,3.2592e+05,3.7411e+05,7800.7,21039,81.8
9.4747e+05,3.271e+05,3.7706e+05,4558.5,20549,81.864
9.6053e+05,3.282e+05,3.787e+05,8978.6,21230,81.923
9.5666e+05,3.2963e+05,3.8039e+05,10115,21006,81.987
9.6431e+05,3.3139e+05,3.8172e+05,11939,20286,82.091
9.6966e+05,3.3347e+05,3.8659e+05,4108.7,19420,82.205
9.7716e+05,3.3484e+05,3.922e+05,8708.5,18328,82.297
9.7956e+05,3.3547e+05,3.9321e+05,10346,17491,82.398
9.8459e+05,3.3535e+05,3.935e+05,12468,17390,82.451
9.8939e+05,3.359e+05,3.9826e+05,10017,16145,82.57
9.9034e+05,3.3713e+05,3.9744e+05,13856,14446,82.779
9.9785e+05,3.3905e+05,4.0058e+05,14735,12206,82.976
1.0003e+06,3.4076e+05,4.0442e+05,10295,10141,83.116
1.0042e+06,3.4224e+05,4.0382e+05,16118,8519.7,83.209
1.005e+06,3.4349e+05,4.0379e+05,14536,7227.9,83.137
1.0107e+06,3.4481e+05,4.0618e+05,15582,9025.6,83.255
1.0114e+06,3.4618e+05,4.1093e+05,22933,14075,83.508
1.0205e+06,3.4762e+05,4.0924e+05,16457,22367,83.838
1.0209e+06,3.4902e+05,4.1124e+05,12838,26510,84.132
1.0259e+06,3.5037e+05,4.0918e+05,7146.7,26860,84.33
1.0309e+06,3.5168e+05,4.0933e+05,9607.6,22932,84.443
1.0345e+06,3.5286e+05,4.1264e+05,14638,20337,84.604
1.0397e+06,3.5392e+05,4.1217e+05,14097,19831,84.753
1.0401e+06,3.5484e+05,4.1047e+05,8569.7,21899,84.94
1.0447e+06,3.5668e+05,4.1098e+05,13925,24851,85.093
1.0439e+06,3.5946e+05,4.0962e+05,6481.1,29736,85.267
1.039e+06,3.6318e+05,4.107e+05,169.8,35568,85.419
1.0485e+06,3.6567e+05,4.0948e+05,-2178.9,40703,85.586
1.0513e+06,3.6693e+05,4.1118e+05,1421.4,43672,85.795
1.0463e+06,3.6692e+05,4.1079e+05,-6797.3,45752,86.148
1.0565e+06,3.6752e+05,4.1226e+05,5335.4,46095,86.322
1.0565e+06,3.6872e+05,4.1141e+05,1299.2,46612,86.429
1.0583e+06,3.7054e+05,4.0944e+05,4608.5,46053,86.484
1.0615e+06,3.7238e+05,4.0886e+05,8406.8,46282,86.58
1.0598e+06,3.7424e+05,4.0899e+05,4758.4,48102,86.736
1.065e+06,3.7613e+05,4.0929e+05,6482.7,50896,87.002
1.0691e+06,3.7788e+05,4.1127e+05,5391.2,52865,87.214
1.0745e+06,3.795e+05,4.1405e+05,-1645.7,52140,87.383
1.0796e+06,3.8099e+05,4.1438e+05,2118,50551,87.488
1.0841e+06,3.8222e+05,4.1623e+05,-2426.2,48279,87.591
1.0829e+06,3.8319e+05,4.1657e+05,-442.15,44407,87.721
1.0887e+06,3.839e+05,4.1662e+05,8631,29376,87.931
1.0923e+06,3.8453e+05,4.1617e+05,6516.1,37850,88.088
1.0914e+06,3.8509e+05,4.2019e+05,11809,23913,88.28
1.0937e+06,3.8556e+05,4.1791e+05,9009.2,32082,88.406
1.0963e+06,3.8746e+05,4.1738e+05,5817.9,34210,88.575
1.0972e+06,3.908e+05,4.2056e+05,3189.7,40252,88.819
1.102e+06,3.9558e+05,4.2266e+05,-914.99,39392,89.138
1.1061e+06,3.9812e+05,4.215e+05,-986.1,48834,89.329
1.1113e+06,3.984e+05,4.2597e+05,-1183.8,42079,89.433
1.1172e+06,3.9638e+05,4.2764e+05,5519.2,45712,89.373
1.1111e+06,3.9564e+05,4.2931e+05,7047.3,41182,89.373
1.1145e+06,3.9622e+05,4.319e+05,1526.3,43412,89.454
1.1243e+06,3.9811e+05,4.3133e+05,4894.8,47385,89.713
1.1247e+06,3.9993e+05,4.3474e+05,-1889.4,49356,89.899
1.13e+06,4.0167e+05,4.3627e+05,998.99,46110,90.089
1.137e+06,4.0334e+05,4.3734e+05,112.7,48210,90.278
1.133e+06,4.0473e+05,4.3939e+05,2588.9,54360,90.411
1.1416e+06,4.0584e+05,4.416e+05,2498.9,41650,90.511
1.1425e+06,4.0667e+05,4.4302e+05,10834,48278,90.571
1.1421e+06,4.0741e+05,4.4303e+05,13039,35306,90.693
1.1484e+06,4.0805e+05,4.4591e+05,12607,29603,90.836
1.1573e+06,4.0859e+05,4.4833e+05,13283,37930,91.049
1.1599e+06,4.0968e+05,4.4989e+05,10101,33058,91.2
1.1618e+06,4.1133e+05,4.4866e+05,3446.9,40958,91.351
1.165e+06,4.1353e+05,4.5498e+05,1059.1,50154,91.429
1.1652e+06,4.1547e+05,4.5119e+05,1308.7,39338,91.591
1.1707e+06,4.1712e+05,4.5125e+05,-582.8,34928,91.78
1.175e+06,4.185e+05,4.6053e+05,2585,29105,91.989
1.1807e+06,4.197e+05,4.6327e+05,3647.4,37388,92.128
1.1876e+06,4.2073e+05,4.648e+05,5661.2,33152,92.184
1.1921e+06,4.2157e+05,4.6717e+05,3437.3,34694,92.213
1.1972e+06,4.2316e+05,4.6982e+05,1747.2,25701,92.357
1.2012e+06,4.255e+05,4.7252e+05,5186.5,31869,92.63
1.2025e+06,4.286e+05,4.7452e+05,11034,28321,92.955
1.2061e+06,4.309e+05,4.7774e+05,14640,23095,93.124
1.2115e+06,4.3239e+05,4.828e+05,14231,21163,93.22
1.2142e+06,4.3305e+05,4.8403e+05,16495,23837,93.204
1.2218e+06,4.3439e+05,4.8803e+05,17106,18715,93.271
1.2254e+06,4.3641e+05,4.8958e+05,14464,17279,93.425
1.232e+06,4.3912e+05,4.9843e+05,10929,29477,93.689
1.2374e+06,4.4088e+05,5.0352e+05,9031.4,20494,93.909
1.2403e+06,4.4169e+05,5.0534e+05,10997,25575,94.103
1.2423e+06,4.4152e+05,5.0789e+05,14358,19397,94.278
1.2469e+06,4.4196e+05,5.1096e+05,14665,21929,94.413
1.2471e+06,4.43e+05,5.1456e+05,10990,42610,94.509
1.2539e+06,4.4466e+05,5.2136e+05,3522.9,31659,94.584
1.2611e+06,4.4632e+05,5.2801e+05,1120.3,41554,94.771
1.2688e+06,4.4797e+05,5.3555e+05,8448.2,34883,95.044
1.259e+06,4.4963e+05,5.3285e+05,19120,37605,95.468
1.2673e+06,4.5116e+05,5.3642e+05,26508,24370,95.736
1.28e+06,4.5256e+05,5.3808e+05,23436,43448,95.896
1.2861e+06,4.5384e+05,5.4104e+05,16892,36685,96.006
1.2829e+06,4.5495e+05,5.4338e+05,10361,35751,96.081
1.2932e+06,4.5591e+05,5.4367e+05,12410,48180,96.213
1.2942e+06,4.567e+05,5.4541e+05,16928,27971,96.412
1.2997e+06,4.5877e+05,5.4817e+05,16885,41091,96.577
1.3057e+06,4.6215e+05,5.5391e+05,17336,44788,96.811
1.3136e+06,4.6685e+05,5.6331e+05,13780,32687,97.093
1.3209e+06,4.6968e+05,5.6513e+05,15768,31781,97.351
1.3215e+06,4.7062e+05,5.6444e+05,18333,10051,97.456
1.3252e+06,4.6965e+05,5.6516e+05,21665,32631,97.573
1.3315e+06,4.7096e+05,5.6386e+05,22139,42324,97.645
1.3268e+06,4.7457e+05,5.5828e+05,18673,25630,97.881
1.3347e+06,4.8049e+05,5.5874e+05,15692,42975,98.112
1.3407e+06,4.8386e+05,5.598e+05,12871,21441,98.328
1.3367e+06,4.8463e+05,5.6042e+05,11953,18835,98.46
1.3381e+06,4.8278e+05,5.575e+05,18745,11446,98.43
1.339e+06,4.8259e+05,5.5532e+05,19562,17918,98.459
1.3425e+06,4.8408e+05,5.5092e+05,15290,23949,98.611
1.3313e+06,4.8725e+05,5.4737e+05,12685,25458,98.848
1.3288e+06,4.9022e+05,5.398e+05,3512.7,18029,99.036
1.323e+06,4.9299e+05,5.2373e+05,-1022.5,25168,99.115
1.3138e+06,4.9556e+05,5.1208e+05,-3460.7,17920,99.284
1.3047e+06,4.9749e+05,5.0464e+05,-13771,24185,99.338
1.3011e+06,4.9876e+05,4.9708e+05,-25253,30423,99.278
1.3117e+06,4.9937e+05,4.9104e+05,-25556,39582,99.239
1.3063e+06,5.0099e+05,4.8678e+05,-29996,41232,99.166
1.306e+06,5.0363e+05,4.8447e+05,-27163,46580,99.196
1.3088e+06,5.0729e+05,4.837e+05,-21259,47732,99.214
1.3052e+06,5.0904e+05,4.8231e+05,-17470,35726,99.293
1.3116e+06,5.0886e+05,4.8555e+05,-15697,34181,99.392
1.314e+06,5.0673e+05,4.8582e+05,-15373,43371,99.524
1.315e+06,5.0592e+05,4.8719e+05,-14003,41986,99.65
1.3245e+06,5.0644e+05,4.841e+05,-10564,45857,99.626
1.3201e+06,5.0829e+05,4.8196e+05,-6688.6,28421,99.602
1.3233e+06,5.0944e+05,4.8006e+05,-3516.3,39994,99.563
1.3329e+06,5.0988e+05,4.8722e+05,6957.7,32284,99.635
1.3314e+06,5.096e+05,4.8989e+05,5063.5,33380,99.714
1.3374e+06,5.0967e+05,4.9126e+05,8424.9,25760,99.786
1.3415e+06,5.101e+05,5.0232e+05,8011.7,29970,99.899
1.3423e+06,5.1088e+05,4.9304e+05,9767,35272,100.09
1.3435e+06,5.1158e+05,4.9394e+05,9000.1,35345,100.22
1.3489e+06,5.1219e+05,4.9786e+05,8371.7,39408,100.29
1.3544e+06,5.1273e+05,5.0068e+05,8552.7,47723,100.35
1.3574e+06,5.1289e+05,5.0054e+05,10872,32931,100.41
1.3617e+06,5.1266e+05,4.9284e+05,15175,30336,100.44
1.3627e+06,5.1204e+05,5.0663e+05,21338,27308,100.55
1.371e+06,5.1203e+05,5.1098e+05,24020,29408,100.58
1.366e+06,5.1264e+05,5.0699e+05,30473,28391,100.67
1.3746e+06,5.1387e+05,5.0846e+05,24713,26369,100.73
1.3636e+06,5.1464e+05,5.1013e+05,24617,34314,100.8
1.3708e+06,5.1495e+05,5.0651e+05,23176,30985,100.87
1.3753e+06,5.148e+05,5.0844e+05,18594,35159,100.98
1.3758e+06,5.1494e+05,5.09e+05,17921,38258,101.09
1.3739e+06,5.1539e+05,5.0861e+05,14418,44584,101.23
1.3765e+06,5.1613e+05,5.0785e+05,7338.9,41675,101.38
1.3733e+06,5.165e+05,5.1017e+05,4102.2,52765,101.51
1.376e+06,5.1649e+05,5.0899e+05,3429.6,60931,101.62
1.3788e+06,5.161e+05,5.081e+05,6294.9,59137,101.8
1.379e+06,5.1601e+05,4.9387e+05,6909.6,53824,101.9
1.3855e+06,5.1621e+05,5.0719e+05,3795.7,54775,102
1.3768e+06,5.1672e+05,5.0197e+05,-3579.2,59185,102.07
1.3812e+06,5.1726e+05,5.0143e+05,-3353.9,65763,102.08
1.3829e+06,5.1784e+05,4.9932e+05,-7566,71620,102.15
1.3808e+06,5.1846e+05,4.9728e+05,-10651,77035,102.27
1.3811e+06,5.182e+05,4.9714e+05,-10185,80188,102.38
1.3798e+06,5.1704e+05,4.9411e+05,-7369.4,79503,102.55
1.3822e+06,5.1497e+05,4.9328e+05,-12365,81212,102.69
1.3802e+06,5.1483e+05,4.9138e+05,-10370,84983,102.79
1.3823e+06,5.1664e+05,4.8948e+05,-7257.4,84685,102.92
1.3803e+06,5.2041e+05,4.8242e+05,-4289,70114,103.07
1.379e+06,5.2278e+05,4.8267e+05,-4815.5,78517,103.19
